customValue,pubkey,foundInMapping,lnaddressFromMapping,nameIfPresent,sourceFile
01HFmeuIXmi3mCDZozfpDP,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user41100274@fountain.fm,data/podcast-value-feeds-2025-10-01.json
018Tm5CkX8KChPk6mhpXp5,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],tfl1728@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01pKI1PeY87sMbU8G774IL,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],swordandscale@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01NmfdEGBJ7YfOFN7CsnbU,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],robertjensen@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01PU6DsAnMdvyVAT7A7XJ2,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user82287691@fountain.fm,data/podcast-value-feeds-2025-10-01.json
lxH8HcyLSi5uNgx7Jx9Z,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,pensieriincodice@getalby.com,data/podcast-value-feeds-2025-10-01.json
1,029cfd54c25c25b57e8b51a79f97cbfdcb3089a8da834623d1b733fd46555c0723,yes,[object Object],Lunaticoin,data/podcast-value-feeds-2025-10-01.json
01zOtzi7tZlpFF3s2UmWFM,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],srtn@fountain.fm,data/podcast-value-feeds-2025-10-01.json
ohShpAAzw0jaPdOnd429,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Podcaster (on Alby),data/podcast-value-feeds-2025-10-01.json
01ODIdKeOYDaTJnubDhaIk,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],2lmarketing@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01EEmU31evrJhsGozJCaA0,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],lsf@fountain.fm,data/podcast-value-feeds-2025-10-01.json
017GnUSDJsDjZ7Cjw0Zk44,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user74503333@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01r2zlxkjxEGrU1xtkf23y,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user29143330@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01aQZfmUmLzMK2bQRTRn6o,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],proofofgeek@fountain.fm,data/podcast-value-feeds-2025-10-01.json
wal_7HdnZDgsXrr,0332d57355d673e217238ce3e4be8491aa6b2a13f95494133ee243e57df1653ace,no,,@basedrob on Fountain,data/podcast-value-feeds-2025-10-01.json
F1F3zYEWHRxjw6fIq1tH,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Podcaster (on Alby),data/podcast-value-feeds-2025-10-01.json
01pj5ysBKNpjFfET8wM9kJ,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],kicom@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01orAJD85GMEGhwNI7X0Mw,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user32160863@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01cqC2WxXzL2SlbM957PC4,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user15072427@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01GMwzPvrDPB77z7IFu4VG,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],tansyb@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01qEPdI2VfMw7fl2UkgnVK,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],empresstk@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01MplIxjikXUyNrkNflUfz,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],sergibenet@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01raB9FDVY27gAJoCqmgs5,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],schoon@fountain.fm,data/podcast-value-feeds-2025-10-01.json
017OOkfoZa2L2T39KGGqhU,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user34928549@fountain.fm,data/podcast-value-feeds-2025-10-01.json
7mge4l8nAeKqJDBu0UNW,0332d57355d673e217238ce3e4be8491aa6b2a13f95494133ee243e57df1653ace,no,,theheleycast@fountain.fm,data/podcast-value-feeds-2025-10-01.json
I8A7zdhtKDGq7XIUjVWQ,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Dr. Bill Jensen,data/podcast-value-feeds-2025-10-01.json
01EC1wbNQK33sSrwvLkG4c,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],juanbuit@fountain.fm,data/podcast-value-feeds-2025-10-01.json
NMhYPJz98bEwMV7IycYS,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,jorgecorreia@getalby.com,data/podcast-value-feeds-2025-10-01.json
01wb4w9WTOAMpfdVLgGLJd,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],bitcoinkindergarten@fountain.fm,data/podcast-value-feeds-2025-10-01.json
wal_jRHWebCxWEPcHR,0332d57355d673e217238ce3e4be8491aa6b2a13f95494133ee243e57df1653ace,no,,Kyle Hebert,data/podcast-value-feeds-2025-10-01.json
010Id4qXbgA36wwFYjBsvK,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],stevewebb@fountain.fm,data/podcast-value-feeds-2025-10-01.json
0xUge7haAYajWowyyjMC,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Perfectly Imperfect w/ Gabi,data/podcast-value-feeds-2025-10-01.json
01uPkGtJ3U2ZhYDshBUNb7,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],indiedropin@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01u9rCnE5lJIwMd92p3RaX,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],andrew_wawtar@fountain.fm,data/podcast-value-feeds-2025-10-01.json
wal_gRhmx4vJNbcgu,0332d57355d673e217238ce3e4be8491aa6b2a13f95494133ee243e57df1653ace,no,,@user8071076210902588 on Fountain,data/podcast-value-feeds-2025-10-01.json
01FzlKePpIvOTyme4yRRyX,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user10724094@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01mRncYZYXN421I4fDxebH,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],kosmognosis@fountain.fm,data/podcast-value-feeds-2025-10-01.json
016Bmw8cya44TMlJwJStju,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user40362531@fountain.fm,data/podcast-value-feeds-2025-10-01.json
253HRjcuvO3Ke2JgQ4jw,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Emilcar,data/podcast-value-feeds-2025-10-01.json
01L4wNlQV0i8OXsSzApLB2,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],socialwebcafe@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01PnW1GuCJceQWJ45r7Jgt,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user31109200@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01QMxtWoDTaehgAIKggEpT,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],drtaylormarshall@fountain.fm,data/podcast-value-feeds-2025-10-01.json
BFvRqP0RT9kzq7px0FIy,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Good Day Sir!,data/podcast-value-feeds-2025-10-01.json
01eYCVgQKoHzLWJ2kwvYzD,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],mikeypod@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01UlMGrauCvXVQCyRxpjXd,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],languageofbro@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01Q1Bm4DOESLHaTXvekhQ9,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],yaronbrookshow@fountain.fm,data/podcast-value-feeds-2025-10-01.json
018DBH7jey83ItdPfjO8Zm,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],daxavier@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01xt4qHeabiqtxgJHOMLaZ,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],legionofmyth@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01dCfkhtJBiyCOMIlcsU7x,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],cashflowninja@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01QmU1RtjhA68hRuxZz6aN,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],tokenmetrics@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01rmliF3tf0stf9pBK3Rzh,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user86382808@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01KiKyOgVg67ANHkWn1kom,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],laxgoalierat@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01aqpAB4wgsO7AO0f98HZy,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],tmiles@fountain.fm,data/podcast-value-feeds-2025-10-01.json
010hez41cx1L7aGAvWhbxj,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],potkaars@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01iCmNFvfhryP523Yy0YMJ,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],sovryntech@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01z97ScYLYba2Z2HjFARbd,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],beardlaws@fountain.fm,data/podcast-value-feeds-2025-10-01.json
VaVYZFXrIzAxALMAztmo,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Brent,data/podcast-value-feeds-2025-10-01.json
wal_BEKRNctjprQWl,0332d57355d673e217238ce3e4be8491aa6b2a13f95494133ee243e57df1653ace,no,,@user7517131865311976 on Fountain,data/podcast-value-feeds-2025-10-01.json
NR8ZImIoGmjOeDfumK72,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Podcaster (on Alby),data/podcast-value-feeds-2025-10-01.json
01fbZ48jD5R7ldf2LwETM4,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],maxbitbuybit@fountain.fm,data/podcast-value-feeds-2025-10-01.json
6,037292b8118c30742cb2b35e64b18a7057c3262fb1ce4f34d27f3a0650de07e4d1,yes,[object Object],freesamourai@getalby.com,data/podcast-value-feeds-2025-10-01.json
13,037292b8118c30742cb2b35e64b18a7057c3262fb1ce4f34d27f3a0650de07e4d1,yes,[object Object],riverlong322792@getalby.com,data/podcast-value-feeds-2025-10-01.json
FOVXGr399IQQa7ByBuTU,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,wilderfilch@getalby.com,data/podcast-value-feeds-2025-10-01.json
3,02e0d304ea61db67dcee3c3c4b53b1c43e3ed0a52e369cc86fe6e3562579739aa7,yes,[object Object],btcsessions@getalby.com,data/podcast-value-feeds-2025-10-01.json
01OSTuheXRco8PHy2RXyWE,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],anyelostyle@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01RZmyDgMMKIK3rfLM6hMY,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],algoqrecordar@fountain.fm,data/podcast-value-feeds-2025-10-01.json
016wgysWUyiv3q0ZBW6w2a,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],cryptoast@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01WV2sNBO5re85UKqX3bAe,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],mtamera@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01gLuZ7oCxGoPZN7xu5NW6,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user54581974@fountain.fm,data/podcast-value-feeds-2025-10-01.json
kozk1uZDTbECKFwQf43e,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,failbettermedia@getalby.com,data/podcast-value-feeds-2025-10-01.json
IMoyHPDl787TH9T7C1f5,0332d57355d673e217238ce3e4be8491aa6b2a13f95494133ee243e57df1653ace,no,,user5220388734701022@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01ia51LTWEyfJsiLTUWJWY,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],everydaysamurai@fountain.fm,data/podcast-value-feeds-2025-10-01.json
wal_Nm7vCJ3J1y1R9f,0332d57355d673e217238ce3e4be8491aa6b2a13f95494133ee243e57df1653ace,no,,@TheHellProj on Fountain,data/podcast-value-feeds-2025-10-01.json
wal_ZQxQ0mv2x1LsH,0332d57355d673e217238ce3e4be8491aa6b2a13f95494133ee243e57df1653ace,no,,@philosowhale on Fountain,data/podcast-value-feeds-2025-10-01.json
FJFFrQOzfpTJrW3g8UzO,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Sloydcast,data/podcast-value-feeds-2025-10-01.json
SolNfuBHh7hGZruxuENx,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,strengthinbusiness@getalby.com,data/podcast-value-feeds-2025-10-01.json
ZmChpjG6hv3oHzfZ1G9u,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Pillole di Bit,data/podcast-value-feeds-2025-10-01.json
wal_L1mr9Q891nAZn,0332d57355d673e217238ce3e4be8491aa6b2a13f95494133ee243e57df1653ace,no,,@billynewman on Fountain,data/podcast-value-feeds-2025-10-01.json
01cEZXbjKfjtc5MAoZT5Iy,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user81358522349536@fountain.fm,data/podcast-value-feeds-2025-10-01.json
fNXJO1IEiLbDxM0iSrRB,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Al Borealis,data/podcast-value-feeds-2025-10-01.json
01Gimelkv8TurpOnhJ5pdE,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user36635966@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01L6ZGaAkMmc3zrKGZ5rGS,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],visionhispana@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01oIOW7mQhwnTjHhyXcpPQ,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],keithsnow@fountain.fm,data/podcast-value-feeds-2025-10-01.json
wal_eAZZ3gF4wlqC7,033868c219bdb51a33560d854d500fe7d3898a1ad9e05dd89d0007e11313588500,no,,Fountain,data/podcast-value-feeds-2025-10-01.json
01gQ3cZqCX4KlF7aDNie6j,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],laszlochp@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01gqXXzCFeNHY7UNxp43lv,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user78902121@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01ZCtIguPmOSrlP1QtpHPu,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user44567319@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01CRNi3Rl4NYOMeSkMJfrY,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],dizziness@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01k5ChRJLW9Yo8zAipunlG,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],ijlien@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01Y19ZIQH8r2b1C3lnQldD,03e96269bedd6e457a313daea3b9d6b0e7a5905384d1c00e9a9ae88d06825abf73,yes,[object Object],bdentzy@getalby.com,data/podcast-value-feeds-2025-10-01.json
01Qn9WcA18lh8tVwUUnHSH,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],badcrypto@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01NbFFk09t7ULML6osmGFf,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user41435370@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01VSxKMwptjxDJo46cIRMA,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user157499430855664@fountain.fm,data/podcast-value-feeds-2025-10-01.json
MlkpFg4qNn9SaXwwPALi,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,cerveceandopodcast@getalby.com,data/podcast-value-feeds-2025-10-01.json
01jBF5nddVgPPRMjw7xmFd,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user64186305@fountain.fm,data/podcast-value-feeds-2025-10-01.json
ToyDxkopDBzSb6S3S9Q7,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,darkcompass@getalby.com,data/podcast-value-feeds-2025-10-01.json
wal_FTfWDCi0r6hbYP,0332d57355d673e217238ce3e4be8491aa6b2a13f95494133ee243e57df1653ace,no,,@SzekelyPlus on Fountain,data/podcast-value-feeds-2025-10-01.json
01ndJzrA3SmKZ2XJyRpBRN,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],ethandsmith@fountain.fm,data/podcast-value-feeds-2025-10-01.json
axIdNy3KhAPYfoDj2yJR,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Podcaster (on Alby),data/podcast-value-feeds-2025-10-01.json
01aCq3wByxyVkaskTDDmIg,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],cursoweb3turismo@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01PQwHjHtIKNF1JV4durQ8,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user72395712@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01QzqaFIUfO89J6KTGJX1l,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],sugusespada@fountain.fm,data/podcast-value-feeds-2025-10-01.json
wQPURij0TgzQZUEwqsew,03c457fafbc8b91b462ef0b8f61d4fd96577a4b58c18b50e59621fd0f41a8ae1a4,no,,oncetold@getalby.com,data/podcast-value-feeds-2025-10-01.json
01rqskzWE4uirbSs7CIh2H,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user29433648@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01gvPfMGY1Qx6WiveMJpde,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user21934366@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01krcEWDmVFF9hfnPLs46P,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user88441461@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01oPXKZ9a5FnGxnES53TuE,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user32231981@fountain.fm,data/podcast-value-feeds-2025-10-01.json
zp9qO2Dii4FLrqNA5t8x,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Podcaster (on Alby),data/podcast-value-feeds-2025-10-01.json
wal_WjD1ziE2kJpaS,0332d57355d673e217238ce3e4be8491aa6b2a13f95494133ee243e57df1653ace,no,,@starshipalves on Fountain,data/podcast-value-feeds-2025-10-01.json
01Mgsywvg9cMkTflH3HZBL,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],jorowi@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01zbtxFKh22YKfWg2W3Igo,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],jwtheblueprint@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01VulTPE3HXxfqvWxmGfAi,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],libertylockpod@fountain.fm,data/podcast-value-feeds-2025-10-01.json
2uLcTZ1qJXGUQg9IG0kP,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,ileane@getalby.com,data/podcast-value-feeds-2025-10-01.json
01eD1g2PXgB2sjOVoXLto9,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],swanbitcoin@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01ypoYqgJZMcJgX10WVPu7,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],livingontheedge@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01emqoJBwIHbbW7z8clP8Y,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],madgeweinstein@fountain.fm,data/podcast-value-feeds-2025-10-01.json
1,021e1fceb83d2f94af041879245e5a89c26304122e664aaaa373d6be102fb9b419,yes,[object Object],geeknews@getalby.com,data/podcast-value-feeds-2025-10-01.json
wal_o07gdGpqPHoPq,0332d57355d673e217238ce3e4be8491aa6b2a13f95494133ee243e57df1653ace,no,,@web3wiktor on Fountain,data/podcast-value-feeds-2025-10-01.json
01HqapyFPQJs1X0uYuQGW2,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user14658716@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01mxl4CdLy8g2HGyj9nMdq,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],@dielan on Fountain,data/podcast-value-feeds-2025-10-01.json
01txGdmwWDbWFLCcn2G5me,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],@skoomadealer on Fountain,data/podcast-value-feeds-2025-10-01.json
011MpyGKYDflas3ZhmsSWX,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],@victim on Fountain,data/podcast-value-feeds-2025-10-01.json
012QuX6Zee126HhPe7yWYZ,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],lyceum@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01UdhKfvy0ziymUlAQQVUJ,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],carlauerverlag@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01gnm2zSxpZ3DWHerQ8YVj,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],anthonycaulkins@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01TOwi1MjTvIVZJ43BZyue,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],mrpayday@fountain.fm,data/podcast-value-feeds-2025-10-01.json
7zJ7DCy8oUbd0zysllV4,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,John Wilkerson,data/podcast-value-feeds-2025-10-01.json
017whdzpNUcQhxBKMtLg2w,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user69011868@fountain.fm,data/podcast-value-feeds-2025-10-01.json
LP24EyOOdYT7vMVoheCr,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Lo que nos dé la gana,data/podcast-value-feeds-2025-10-01.json
01MDnWdCAFMj7F2mbp65Lp,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],behlcast@fountain.fm,data/podcast-value-feeds-2025-10-01.json
